KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000002211,This Week,This Week,Diese Woche,Esta semana,Esta semana,Cette semaine,Cette semaine,Ši savaitė,Deze week,Ten tydzień,Esta semana
1000000002212,Last Week,Last Week,Letzte Woche,La semana pasada,Semana pasada,La semaine dernière,La semaine dernière,Praėjusi savaitė,Vorige week,Ostatni tydzień,Semana passada
1000000002213,Similar Week,Similar Week,Gleiche Woche,Semana similar,Semana similar,Semaine semblable,Semaine similaire,Panaši savaitė,Vergelijkbare week,Podobny tydzień,Semana semelhante
1000000002214,Favourites,Favourites,Favoriten,Favoritos,Favoritos,Favoris,Favoris,Parankiniai,Favorieten,Ulubione,Favoritos
1000000002215,Schedule Hours Summary,Schedule Hours Summary,Zusammenfassung geplanter Stunden,Resumen de horas de horario,Resumen de horarios programados,Sommaire des heures à l’horaire,Résumé des heures de planning,Tvarkaraščio valandų suvestinė,Samenvatting urenoverzicht,Podsumowanie godzin grafiku,Resumo de horas programadas
1000000002216,Statistics Type,Statistics Type,Statistiktyp,Tipo de estadísticas,Tipo de estadística,Type de statistique,Type de statistiques,Statistikos tipas,Type statistieken,Typ statystyki,Tipo de estatística
1000000002217,Customer Service,Customer Service,Kundenservice,Atención al cliente,Servicio de atención al cliente,Service à la clientèle,Service client,Klientų aptarnavimas,Klantenservice,Obsługa klienta,Atendimento ao cliente
1000000002218,Time In Lieu,Time In Lieu,Zeit anstelle von,Hora local,Tiempo libre compensatorio,Temps compensatoire,Temps compensatoire,Laikas vietoje,Compensatietijd,Czas w zastępstwie,Tempo livre
1000000002219,Edit Local Event,Edit Local Event,Lokales Ereignis bearbeiten,Editar evento local,Editar evento local,Modifier l’événement local,Modifier l'événement local,Redaguoti vietinį įvykį,Bewerk lokale gebeurtenis,Edytuj wydarzenie lokalne,Editar evento local
1000000002220,Repeats,Repeats,Wiederholungen,Repite,Repite,Répétitions,Recommencer,Pasikartoja,Herhalingen,Powtórzenia,Repetições
1000000002221,Minutes,Minutes,Minuten,Minutos,Minutos,minutes,Minutes,Minutės,Minuten,Minuty,Minutos
1000000002222,Delegate To,Delegate To,Delegieren an,Delegar en,Delegar a,Déléguer à,Déléguer à,Įgalioti,Delegeer aan,Deleguj do,Delegar para
1000000002223,Reporting Hierarchy,Reporting Hierarchy,Genehmigungshierarchie,Jerarquía de reportes,Jerarquía de informes,Hiérarchie,Hiérarchie d'approbation,Ataskaitų hierarchija,Goedkeuringshiërarchie,Hierarchia raportowania,Hierarquia de relatório
1000000002224,Effective date cannot be in the past,Effective date cannot be in the past,Wirksamkeitsdatum kann nicht in der Vergangenheit liegen,La fecha de vigencia no puede ser pasada,La fecha de entrada en vigor no puede ser pasada,La date d’entrée en vigueur ne peut pas être passée,La date d'entrée en vigueur ne peut pas être antérieure,Įsigaliojimo data negali būti praeityje,Ingangsdatum mag niet in het verleden liggen,Data obowiązywania nie może być w przeszłości,A data efetiva não pode estar no passado
1000000002225,End date cannot be in the past,End date cannot be in the past,Das Enddatum darf nicht in der Vergangenheit liegen.,La fecha de finalización no puede ser pasada,La fecha final no puede ser pasada,La date de fin ne peut pas être passée,La date de fin ne peut pas être antérieure,Pabaigos data negali būti praeityje,Einddatum mag niet in het verleden liggen,Data zakończenia nie może być w przeszłości,A data de término não pode estar no passado
1000000002226,& %d more,& %d more,& %d weitere,y %d más,y %d más,et %d de plus,et %d plus,ir dar %d,& %d meer,i %d więcej,e %d mais
1000000002227,Confirm Precursor Schedule,Confirm Precursor Schedule,Vorläufigen Einsatzplan bestätigen,Confirmar horario precursor,Confirmar el programa precursor,Confirmer l’horaire précurseur,Confirmer le planning du précurseur,Patvirtinti pirminį tvarkaraštį,Bevestig Precursor Schedule,Potwierdź grafik próbny,Confirmar programação do precursor
1000000002228,Unconfirm Precursor Schedule,Unconfirm Precursor Schedule,Bestätigung von vorläufigem Einsatzplan aufheben,Cancelar confirmación del horario precursor,Anular confirmación del programa precursor,Annuler la confirmation de l’horaire précurseur,Annuler la confirmation du planning du précurseur,Atšaukti pirminio tvarkaraščio patvirtinimą,Bevestig Precursor Schedule,Niepotwierdzony grafik próbny,Retirar confirmação de programação do precursor
1000000002229,Regenerate Precursor Schedule,Regenerate Precursor Schedule,Vorläuferplan neu generieren,Regenerar horario precursor,Regenerar el programa precursor,Régénérer l’horaire précurseur,Régénérer le planning du précurseur,Iš naujo generuoti pirminį tvarkaraštį,Regenereer Precursor Schedule,Wygeneruj ponownie grafik próbny,Regenerar programação do precursor
1000000002230,Unconfirm,Unconfirm,Bestätigung aufheben,Cancelar confirmación,Anular confirmación,Annuler la confirmation,Annuler la confirmation,Atšaukti patvirtinimą,Maak bevestiging ongedaan,Niepotwierdzone,Retirar confirmação
1000000002231,Could not confirm/unconfirm precursor schedule,Could not confirm/unconfirm precursor schedule,Vorläufiger Einsatzplan konnte nicht bestätigt werden bzw. Bestätigung konnte nicht aufgehoben werden,No se pudo confirmar/cancelar la confirmación del horario precursor,No se pudo confirmar/anular la confirmación del programa precursor,Impossible de confirmer/annuler la confirmation de l’horaire précurseur,Impossible de confirmer/d'annuler la confirmation du planning du précurseur,Pirminio tvarkaraščio negalima patvirtinti / atšaukti jo patvirtinimo,Kan de voorloperplanning niet bevestigen/de bevestiging ervan ongedaan maken,Nie można potwierdzić / nie potwierdzić grafiku próbnego,Não foi possível confirmar/retirar confirmação da programação do precursor
1000000002232,Confirmed/unconfirmed precursor schedule successfully,Confirmed/unconfirmed precursor schedule successfully,Vorläufiger Einsatzplan erfolgreich bestätigt bzw. Bestätigung erfolgreich aufgehoben,Horario precursor confirmado/no confirmado correctamente,Se confirmó/anuló la confirmación del programa precursor correctamente,Horaire précurseur confirmé/confirmation annulée avec succès,Le planning du précurseur a été confirmé/non confirmé,Pirminis tvarkaraštis sėkmingai patvirtintas / atšauktas jo patvirtinimas,Voorloperplanning bevestigd/bevestiging ervan ongedaan gemaakt,Potwierdzono / nie potwierdzono grafiku próbnego,Programação de precursor confirmada/não confirmada com êxito
1000000002233,Could not regenerate precursor schedule,Could not regenerate precursor schedule,Vorläuferplan konnte nicht neu generiert werden,No se pudo regenerar el horario precursor,No se pudo regenerar el programa precursor,Impossible de régénérer l’horaire précurseur,Impossible de régénérer le planning du précurseur,Nepavyko vėl sugeneruoti pirminio tvarkaraščio,Kan voorloperplanning niet opnieuw genereren,Nie można wygenerować ponownie grafiku próbnego,Não foi possível regenerar a programação do precursor
1000000002234,Regenerated precursor schedule successfully,Regenerated precursor schedule successfully,Neu generierter Vorläuferplan erfolgreich,Horario precursor regenerado correctamente,El programa precursor se regeneró correctamente,Horaire précurseur régénéré avec succès,Le planning du précurseur a été régénéré,Pirminis tvarkaraštis sėkmingai sugeneruotas iš naujo,Voorloperplanning opnieuw gegenereerd,Ponownie wygenerowano grafik próbny,Programação do precursor regenerado com êxito
1000000002235,Locked shift successfully,Locked shift successfully,Schicht erfolgreich gesperrt,Turno bloqueado correctamente,Turno bloqueado correctamente,Verrouillage du quart réussi,Le roulement a été verrouillé,Pamaina sėkmingai užrakinta,Dienst vergrendeld,Zablokowano zmianę biegów,Turno bloqueado com êxito
1000000002236,Could not lock shift,Could not lock shift,Schicht konnte nicht gesperrt werden,No se pudo bloquear el turno,No se pudo bloquear el turno,Impossible de verrouiller le quart,Impossible de verrouiller le roulement,Nepavyko užrakinti pamainos,Kan dienst niet vergrendelen,Nie można zablokować zmiany,Não foi possível bloquear o turno
1000000002237,Copy to Week,Copy to Week,Zu Woche kopieren,Copiar a la semana,Copiar en la semana,Copier à la semaine,Copier vers la semaine,Kopijuoti į savaitę,Kopieer naar week,Kopiuj do tygodnia,Copiar para semana
1000000002238,Copy to Year,Copy to Year,In Jahr kopieren,Copiar al año,Copiar en el año,Copier à l’année,Copier vers l'année,Kopijuoti į metus,Kopieer naar jaar,Kopiuj do roku,Copiar para ano
1000000002239,Could not copy precursor schedule,Could not copy precursor schedule,Vorläufiger Einsatzplan konnte nicht kopiert werden,No se pudo copiar el horario precursor,No se pudo copiar el programa precursor,Impossible de copier l’horaire précurseur,Impossible de copier le planning du précurseur,Nepavyko nukopijuoti pirminio tvarkaraščio,Kan voorloperplanning niet kopiëren,Nie można skopiować grafiku próbnego,Não foi possível copiar a programação do precursor
1000000002240,Successfully copied precursor schedule,Successfully copied precursor schedule,Vorläufigen Einsatzplan erfolgreich kopiert,Horario precursor copiado correctamente,Se copió correctamente el programa precursor,L’horaire précurseur a été copié avec succès,Le planning du précurseur a été copié,Pirminis tvarkaraštis sėkmingai nukopijuotas,Voorloperplanning is gekopieerd,Skopiowano grafik próbny,Programação de precursor copiada com êxito
1000000002241,Any edits here will be applicable for given week,Any edits here will be applicable for given week,Alle hier vorgenommenen Änderungen gelten für eine bestimmte Woche.,Cualquier modificación aquí será aplicable para la semana indicada,Cualquier edición aquí será aplicable para una semana determinada,Toute modification ici sera applicable pour une semaine donnée,Toutes les modifications seront applicables pour une semaine donnée,Visi čia atlikti pakeitimai bus taikomi nurodytai savaitei,Alle bewerkingen hier zijn van toepassing voor de betreffende week,Wszystkie edycje dokonane tutaj będą obowiązywać w danym tygodniu,Qualquer edição aqui será aplicável para uma determinada semana
1000000002242,Changes in the selected time results in invalid duration,Changes in the selected time results in invalid duration,Änderungen in der ausgewählten Zeit führen zu einer ungültigen Dauer.,Los cambios en el tiempo seleccionado dan como resultado una duración no válida,Los cambios en el tiempo seleccionado generan una duración no válida,Les modifications apportées à l’heure sélectionnée entraînent une durée non valide,Les modifications de l'heure sélectionnée entraînent une durée non valide,Pasirinkto laiko pakeitimai lems netinkamą trukmę,Wijzigingen in de geselecteerde tijd resulteren in ongeldige duur,"Zmiany w wybranym czasie powodują, że czas trwania jest nieważny",As alterações no tempo selecionado resultam em duração inválida
1000000002243,Invalid Start Event,Invalid Start Event,Ungültiges Startereignis,Evento de inicio no válido,Evento de inicio no válido,Début d’événement non valide,Événement de démarrage non valide,Netinkamas pradžios įvykis,Ongeldige startgebeurtenis,Nieważne zdarzenie początkowe,Evento de início inválido
1000000002244,Select a valid start event,Select a valid start event,Wählen Sie ein gültiges Startereignis aus.,Seleccione un evento de inicio válido,Seleccionar un evento de inicio válido,Sélectionner un début d’événement valide,Sélectionner un événement de démarrage valide,Pasirinkite tinkamą pradžios įvykį,Selecteer een geldige startgebeurtenis,Wybierz prawidłowe zdarzenie początkowe,Selecione um evento de início válido
1000000002245,Invalid End Event,Invalid End Event,Ungültiges Endereignis,Evento final no válido,Evento final no válido,Fin d’événement non valide,Événement de fin non valide,Netinkamas pabaigos įvykis,Ongeldige eindgebeurtenis,Nieważne zdarzenie końcowe,Evento de término inválido
1000000002246,Select a valid end event,Select a valid end event,Wählen Sie ein gültiges Endereignis aus.,Seleccione un evento final válido,Seleccionar un evento final válido,Sélectionner une fin d’événement valide,Sélectionner un événement de fin valide,Pasirinkite tinkamą pabaigos įvykį,Selecteer een geldige eindgebeurtenis,Wybierz prawidłowe zdarzenie końcowe,Selecione um evento de término válido
1000000002247,Invalid Start Modifier,Invalid Start Modifier,Ungültiger Startmodifikator,Modificador de inicio no válido,Modificador de inicio no válido,Modificateur de début non valide,Modificateur de démarrage non valide,Netinkamas pradžios modifikatorius,Ongeldige startmodifier,Nieprawidłowy modyfikator początkowy,Modificador de início inválido
1000000002248,Please select a valid start modifier,Please select a valid start modifier,Bitte wählen Sie einen gültigen Startmodifikator aus,Seleccione un modificador de inicio válido,Seleccione un modificador de inicio válido,Veuillez sélectionner un modificateur de début valide,Sélectionnez un modificateur de démarrage valide,Pasirinkite galiojantį pradžios modifikatorių,Selecteer een geldige startmodifier,Wybierz prawidłowy modyfikator początkowy,Selecione um modificador de início válido
1000000002249,Invalid End Modifier,Invalid End Modifier,Ungültiger Endmodifikator,Modificador final no válido,Modificador final no válido,Modificateur de fin non valide,Modificateur de fin non valide,Netinkamas pabaigos modifikatorius,Ongeldige eindmodifier,Nieprawidłowy modyfikator końcowy,Modificador de término inválido
