KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
timecard.label.manager_approve.required,Manager approval required,Manager approval required,Zustimmung des Managers erforderlich,Se requiere aprobación del responsable,Se requiere la aprobación del gerente,Approbation du gérant requise,Approbation du gestionnaire requise,Reikia vadovo patvirtinimo,Goedkeuring manager vereist,Wymagane jest zatwierdzenie przez kierownika,Aprovação do gerente necessária
timecard.label.manager_approved,Manager Approved,Manager Approved,Genehmigt durch Manager,Aprobado por el responsable,Gerente aprobado,Approuvé par le gérant,Approuvé(e) par le gestionnaire,Vadovas patvirtino,Manager heeft goedgekeurd,Zatwierdzenie przez kierownika,Gerente aprovou
timecard.label.no_additional_pay.day,Additional pay data is not available for selected day,Additional pay data is not available for selected day,Zusätzliche Lohndaten sind für den ausgewählten Tag nicht verfügbar,Datos de pago adicionales no disponibles para el día seleccionado,No hay datos de pago adicionales disponibles para el día seleccionado,Aucune donnée supplémentaire sur la paie n’est disponible pour la journée sélectionnée,Données de rémunération supplémentaires non disponibles pour le jour sélectionné,Papildomi pasirinktos dienos mokėjimo duomenys nepateikti,Gegevens extra loon niet beschikbaar voor geselecteerde dag,Dodatkowe dane o wynagrodzeniu nie są dostępne dla wybranego dnia,Dados adicionais de pagamento não estão disponíveis para o dia selecionado
timecard.label.no_additional_pay.week,Additional pay data is not available for this week,Additional pay data is not available for this week,Zusätzliche Lohndaten für diese Woche nicht verfügbar,No hay datos de pago adicionales disponibles para esta semana,No hay datos de pago adicionales disponibles para esta semana,Aucune donnée supplémentaire sur la paie n’est disponible pour cette semaine,Aucune donnée de rémunération supplémentaire n'est disponible pour cette semaine,Papildomi šios savaitės mokėjimo duomenys nepateikti,Gegevens extra loon niet beschikbaar voor deze week,Dodatkowe dane o wynagrodzeniu nie są dostępne dla tego tygodnia,Dados adicionais de pagamento não estão disponíveis para esta semana
timecard.label.no_audit.day,There are no audit present for selected date.,There are no audit present for selected date.,Für das ausgewählte Datum ist kein Audit vorhanden.,No hay ninguna auditoría presente para la fecha seleccionada.,No hay auditoría para la fecha seleccionada.,Aucune vérification pour la date sélectionnée.,Aucun audit n'est présent pour la date sélectionnée.,Audito pasirinktai datai nėra.,Er zijn geen audits aanwezig voor de geselecteerde datum.,Brak audytu dla wybranej daty.,Não há auditoria presente para a data selecionada.
timecard.label.no_audit.week,There are no audit present for this week.,There are no audit present for this week.,Diese Woche gibt es keine Audits.,No hay ninguna auditoría presente para esta semana.,No hay auditoría presente para esta semana.,Il n’y a pas de vérification pour cette semaine.,Aucun audit présent pour cette semaine.,Auditų šiai savaitei nėra.,Er zijn geen audits aanwezig voor deze week.,Brak audytów w tym tygodniu.,Não há presentes de auditoria para esta semana.
timecard.label.no_notes.day,No notes present for selected day,No notes present for selected day,Für den ausgewählten Tag sind keine Anmerkungen vorhanden,No hay datos de notas para el día seleccionado,No hay notas para el día seleccionado,Aucune note pour la journée sélectionnée,Pas de notes présentes pour le jour sélectionné,Pasirinktai dienai pastabų nėra,Geen opmerkingen aanwezig voor geselecteerde dag,Brak uwag w wybranym dniu,Nenhuma nota presente para o dia selecionado
timecard.label.no_notes.week,No notes present for this week,No notes present for this week,Keine Anmerkungen für diese Woche vorhanden,No hay notas presentes para esta semana,No hay notas para esta semana,Aucune note pour cette semaine,Aucune remarque présente pour cette semaine,Šios savaitės pastabų nėra,Geen opmerkingen aanwezig voor deze week,Brak uwag w tym tygodniu,Nenhuma nota presente para esta semana
timecard.label.no_pay_results.day,Pay results data is not available for selected day,Pay results data is not available for selected day,Lohnergebnisdaten sind für diesen Tag nicht verfügbar,No hay datos de los resultados de pago disponibles para el día seleccionado,Los datos de los resultados de pago no están disponibles para el día seleccionado,Aucune donnée de résultats de paie disponibles pour la journée sélectionnée,Données de résultat pour la rémunération non disponibles pour le jour sélectionné,Pasirinktos dienos mokėjimo rezultatų duomenų nėra,Gegevens loonresultaten niet beschikbaar voor geselecteerde dag,Dane o wynikach wynagrodzenia nie są dostępne dla wybranego dnia,Os dados de resultados de pagamento não estão disponíveis para o dia selecionado
timecard.label.no_pay_results.week,Pay results data is not available for this week,Pay results data is not available for this week,Lohnergebnisdaten sind für diese Woche nicht verfügbar,No hay datos de los resultados de pago disponibles para esta semana,Los datos de los resultados de pago no están disponibles para esta semana,Aucune donnée de résultats de paie disponible pour cette semaine,Les données de résultat pour la rémunération ne sont pas disponibles pour cette semaine,Šios savaitės mokėjimo rezultatų duomenų nėra,Gegevens loonresultaten niet beschikbaar voor deze week,Dane o wynikach wynagrodzenia nie są dostępne dla tego tygodnia,Os dados de resultados de pagamento não estão disponíveis para esta semana
timecard.label.no_timecard.day,No timecard data present for this day.,No timecard data present for this day.,Keine Stempelkartendaten für diesen Tag vorhanden.,No hay datos de ficha de control para este día.,No hay datos de tarjetas de registro correspondientes a este día.,Aucune donnée sur les fiches de temps pour cette journée.,Aucune donnée de feuille de présence pour ce jour.,Šios dienos darbo laiko apskaitos kortelės duomenų nėra.,Geen tijdkaartgegevens aanwezig voor deze dag.,Brak danych dotyczących karty czasu pracy w tym dniu.,Nenhum dado de cartão de ponto presente para este dia.
timecard.label.no_timecard.week,No timecard data present for this week.,No timecard data present for this week.,Keine Stempelkartendaten für diese Woche vorhanden.,No hay datos de ficha de control para esta semana.,No hay datos de tarjetas de registro para esta semana.,Aucune donnée de fiches de temps pour cette semaine.,Aucune donnée de feuille de présence pour cette semaine.,Šios savaitės darbo laiko apskaitos kortelės duomenų nėra.,Geen tijdkaartgegevens aanwezig voor deze week.,Brak danych dotyczących karty czasu pracy w tym tygodniu.,Não há dados de cartão de ponto presentes para esta semana.
timecard.label.no_warning.day,There are no warning present for selected date.,There are no warning present for selected date.,Für das ausgewählte Datum liegt keine Warnung vor.,No hay ninguna advertencia presente para la fecha seleccionada.,No hay ninguna advertencia para la fecha seleccionada.,Aucun avertissement pour la date sélectionnée.,Aucun avertissement présent pour la date sélectionnée.,Įspėjimo pasirinktai datai nėra.,Er zijn geen waarschuwing aanwezig voor de geselecteerde datum.,Brak ostrzeżeń dla wybranej daty.,Não há avisos presentes para a data selecionada.
timecard.label.no_warning.week,There are no warning present for this week.,There are no warning present for this week.,Keine Warnung für diese Woche vorhanden.,No hay advertencias para esta semana.,No hay advertencias presentes para esta semana.,Aucun avertissement pour cette semaine.,Aucun avertissement présent pour cette semaine.,Įspėjimų šiai savaitei nėra.,Er zijn geen waarschuwingen aanwezig voor deze week.,Brak ostrzeżeń w tym tygodniu.,Não há avisos presentes para esta semana.
timecard.label.not_approved,Timecard not approved,Timecard not approved,Stempelkarte nicht genehmigt,Ficha de control no aprobada,Tarjeta de registro no aprobada,Fiche de temps non approuvée,Feuille de présence non approuvée,Laiko apskaitos kortelė nepatvirtinta,Tijdkaart niet goedgekeurd,Karta czasu pracy nie została zatwierdzona,Cartão de ponto não aprovado
timecard.label.not_reviewed,Not Reviewed,Not Reviewed,Nicht überprüft,No revisado,No revisado,Non révisé,Non examiné(e),Neperžiūrėta,Niet gecontroleerd,Nie przejrzano,Não revisado
timecard.label.note.placeholder,Add note here,Add note here,Anmerkung hier hinzufügen,Añadir nota aquí,Agregar nota aquí,Ajouter une note,Ajouter une remarque ici,Čia pridėti pastabą,Voeg hier een opmerking toe,Dodaj uwagę tutaj,Adicionar nota aqui
timecard.label.note.week,Week,Week,Woche,Semana,Semana,Semaine,Semaine,Savaitė,Week,Tydzień,Semana
timecard.label.note.you_wrote,You wrote,You wrote,Sie haben geschrieben,Ha escrito,Usted escribió,Vous avez écrit,Vous avez écrit,Parašėte,U schreef,Napisano,Você escreveu
timecard.label.options,Timecard Options,Timecard Options,Stempelkartenoptionen,Opciones de ficha de control,Opciones de tarjeta de registro,Options de fiche de temps,Options de la feuille de présence,Laiko apskaitos kortelės parinktys,Opties tijdkaart,Opcje karty czasu pracy,Opções de cartão de ponto
timecard.label.options.add_break,Add Break,Add Break,Pause hinzufügen,Añadir pausa,Agregar descanso,Ajouter une pause,Ajouter une pause,Pridėti pertrauką,Voeg pauze toe,Dodaj przerwę,Adicionar descanso
timecard.label.options.add_meal,Add Meal,Add Meal,Mahlzeit hinzufügen,Añadir comida,Agregar comida,Ajouter un repas,Ajouter un repas,Pridėti valgymą,Voeg maaltijd toe,Dodaj posiłek,Adicionar refeição
timecard.label.options.add_note,Add Note,Add Note,Anmerkung hinzufügen,Añadir nota,Agregar nota,Ajouter une note,Ajouter une remarque,Pridėti pastabą,Voeg opmerking toe,Dodaj uwagę,Adicionar nota
timecard.label.options.add_punch,Add Punch,Add Punch,Stempel hinzufügen,Añadir registro de horas,Agregar entrada,Ajouter un pointage,Ajouter un pointage,Pridėti laiko įrašą,Voeg pons toe,Dodaj odbicie,Adicionar ponto
timecard.label.options.add_shift,Add Shift,Add Shift,Schicht hinzufügen,Añadir turno,Agregar turno,Ajouter un quart de travail,Ajouter une session de travail,Pridėti pamainą,Voeg dienst toe,Dodaj zmianę,Adicionar turno
timecard.label.pay_results.day_format,{0} day,{0} day,{0} Tag,{0} día,{0} día,{0} jour,{0} jour,{0} diena,{0} dag,{0} dzień,{0} dia
timecard.label.pay_results.days_format,{0} days,{0} days,{0} Tage,{0} días,{0} días,{0} jours,{0} jours,{0} d.,{0} dagen,Dni: {0},{0} dias
timecard.label.pay_results.hour_format,{0} hour,{0} hour,{0} Stunde,{0} hora,{0} hora,{0} heure,{0} heure,{0} val.,{0} uur,{0} godz.,{0} hora
timecard.label.pay_results.hours_format,{0} hours,{0} hours,{0} Stunden,{0} horas,{0} horas,{0} heures,{0} heures,{0} val.,{0} uur,{0} godz.,{0} horas
timecard.label.policy,Policy,Policy,Richtlinie,Política,Política,Politique,Politique,Politika,Beleid,Zasady,Política
timecard.label.punch.no_audits,There are no audits present for punch.,There are no audits present for punch.,Es gibt keine Audits für den Stempel.,No hay auditorías presentes para el registro.,No hay auditorías presentes para la entrada.,Il n’y a pas de vérification pour ce pointage.,Aucun audit présent pour le pointage.,Auditų atvykimui nėra.,Er zijn geen audits aanwezig voor ponstijd.,Brak audytów dla odbicia.,Não há auditorias presentes para marcar o ponto.
timecard.label.punch.no_warnings,There are no warning present for punch.,There are no warning present for punch.,Es gibt keine Warnung für den Stempel.,No hay ninguna advertencia presente para el registro.,No hay ninguna advertencia presente para el registro de horas.,Il n’y a pas d’avertissement pour ce pointage.,Aucun avertissement présent pour le pointage.,Įspėjimo atvykimui nėra.,Er zijn geen waarschuwingen aanwezig voor ponstijd.,Brak ostrzeżenia dla odbicia.,Não há aviso presente para marcar o ponto.
timecard.label.re_open,Re-open,Re-open,Neu eröffnet,Reabrir,Volver a abrir,Rouvrir,Réouvert,Pakartotinai atidaryti,Heropenen,Otwórz ponownie,Reabrir
timecard.label.reviewed,Reviewed,Reviewed,Überprüft,Revisado,Revisado,Révisé,Examiné(e),Peržiūrėta,Gecontroleerd,Przejrzane,Revisado
timecard.label.scheduled,Scheduled,Scheduled,Geplant,Programado,Programado,Planifié,Planifié(e),Suplanuota,Gepland,Zaplanowano,Agendado
timecard.label.select,Please select,Please select,Bitte auswählen,Seleccione,Seleccione,Veuillez sélectionner,Veuillez sélectionner,Pasirinkite,Selecteer,Wybierz,Selecione
timecard.label.signoff.approve,I Approve,I Approve,Ich bin damit einverstanden,Lo apruebo,Apruebo,J’accepte,J'approuve,Tvirtinu,Ik keur het goed,Zatwierdzam,Eu aprovo
timecard.label.signoff.manager_approval_first_message,Timecard needs managers approval first. You will be notified once manager approves it.,Timecard needs managers approval first. You will be notified once manager approves it.,"Stempelkarte muss zuerst vom Manager genehmigt werden. Sie werden informiert, sobald dies geschehen ist.",La ficha de control necesita aprobación de los responsables primero. Se le notificará una vez que el responsable la apruebe.,La tarjeta de registro necesita la aprobación del gerente. primero. Se le notificará una vez que el gerente la apruebe.,Les fiches de temps doivent d’abord être approuvées par le gérant. Vous serez avisé lorsque le gérant l’aura approuvée.,La feuille de présence doit d'abord être approuvée par les gestionnaires. Vous en serez averti(e) une fois que votre gestionnaire l'aura approuvée.,"Darbo laiko apskaitos kortelę pirmiausia turi patvirtinti vadovas. Kai patvirtins, būsite informuoti.",De tijdkaart moet eerst worden goedgekeurd door de manager. U ontvangt een melding zodra de manager deze heeft goedgekeurd.,"Karta czasu pracy wymaga najpierw zatwierdzenia przez kierownika. Otrzymasz powiadomienie, gdy kierownik ją zatwierdzi.",O cartão de ponto precisa da aprovação dos gerentes primeiro. Você será notificado assim que o gerente aprovar.
timecard.label.signoff.manager_approval_required,Managers approval is required.,Managers approval is required.,Genehmigung des Managers erforderlich.,Se requiere aprobación de los responsables.,Se requiere la aprobación de los gerentes.,Approbation du gérant requise.,L'approbation du gestionnaire est requise.,Reikia vadovų patvirtinimo.,Goedkeuring manager is vereist.,Wymagane jest zatwierdzenie przez kierownika.,A aprovação dos gerentes é necessária.
timecard.label.signoff.timecard_approved_at_date,You have approved your timecard at {0}.,You have approved your timecard at {0}.,Sie haben Ihre Stempelkarte um {0} genehmigt.,Ha aprobado la ficha de control a las {0}.,Aprobó su tarjeta de registro a las {0}.,Vous avez approuvé votre fiche de temps à {0}.,Vous avez approuvé votre feuille de présence à {0}.,Patvirtinote laiko kortą {0}.,U hebt uw tijdkaart goedgekeurd om {0}.,Zatwierdzono kartę czasu pracy o {0}.,Você aprovou seu cartão de ponto às {0}.
